Organization (Aggregated),Enabled Users,% Active Users,Average Copilot Actions,Avg Active Days,% Power Users,Date
Jaws,51,39.8%,28.2,2.5,12.7%,2025-07-13 00:00:00
Jaws,57,41.9%,34.5,2.2,13.7%,2025-07-20 00:00:00
Jaws,56,37.9%,39.8,2.2,13.8%,2025-07-27 00:00:00
Jaws,56,42.7%,48.8,2.7,12.8%,2025-08-03 00:00:00
Jaws,60,46.3%,100.7,2.8,12.4%,2025-08-10 00:00:00
Jaws,62,43.4%,41.8,2.7,13.1%,2025-08-17 00:00:00
Jaws,60,46.7%,49.2,2.9,14.2%,2025-08-24 00:00:00
Jaws,65,48.4%,39.8,3.0,17.2%,2025-08-31 00:00:00
Jaws,66,45.6%,36.9,2.4,14.4%,2025-09-07 00:00:00
Jaws,66,49.2%,31.3,2.7,16.7%,2025-09-14 00:00:00
Jaws,64,50.4%,37.6,2.5,19.5%,2025-09-21 00:00:00
Jaws,67,45.5%,28.0,2.7,20.1%,2025-09-28 00:00:00
Jaws,69,46.8%,31.5,2.7,20.1%,2025-10-05 00:00:00
Jaws,73,47.1%,31.0,2.3,20.0%,2025-10-12 00:00:00
Jaws,71,48.9%,24.6,2.5,21.2%,2025-10-19 00:00:00
Jaws,72,49.6%,29.8,2.7,21.6%,2025-10-26 00:00:00
Jaws,73,51.5%,36.2,2.4,22.1%,2025-11-02 00:00:00
Jaws,75,50.0%,26.8,2.4,24.3%,2025-11-09 00:00:00
Jaws,74,50.7%,23.0,2.6,19.7%,2025-11-16 00:00:00
Jaws,71,45.3%,21.2,2.4,22.3%,2025-11-23 00:00:00
Jaws,70,46.0%,23.3,2.8,22.3%,2025-11-30 00:00:00
Jaws,72,47.1%,23.6,2.6,22.9%,2025-12-07 00:00:00
Jaws,70,46.3%,27.7,2.7,22.1%,2025-12-14 00:00:00
Jaws,56,35.7%,14.7,1.2,21.4%,2025-12-21 00:00:00
Jaws,47,33.7%,14.6,1.1,20.4%,2025-12-28 00:00:00
Jaws,63,45.9%,21.5,2.3,20.3%,2026-01-04 00:00:00
Jaws,71,50.0%,29.4,2.9,22.1%,2026-01-11 00:00:00
Jaws,73,47.6%,25.1,2.6,21.7%,2026-01-18 00:00:00
Jaws,68,47.8%,33.7,3.1,23.2%,2026-01-25 00:00:00
Jaws,78,44.9%,31.1,2.6,23.2%,2026-02-01 00:00:00
Jaws,83,53.1%,29.8,2.8,22.4%,2026-02-08 00:00:00
Jaws,85,54.2%,28.9,2.5,23.9%,2026-02-15 00:00:00
Jaws,142,84.6%,26.7,2.5,23.8%,2026-02-22 00:00:00
Jaws,142,78.9%,29.2,2.6,23.9%,2026-03-01 00:00:00
Jaws,142,85.2%,30.5,2.8,26.8%,2026-03-08 00:00:00
Jaws,143,86.7%,26.0,2.6,28.7%,2026-03-15 00:00:00
Jaws,142,52.8%,5.1,0.6,27.5%,2026-03-22 00:00:00
Raiders of the Lost Ark,32,56.5%,13.9,2.6,,2025-03-30 00:00:00
Raiders of the Lost Ark,32,61.2%,13.6,2.5,,2025-04-06 00:00:00
Raiders of the Lost Ark,31,53.1%,10.1,2.0,,2025-04-13 00:00:00
Raiders of the Lost Ark,31,56.3%,11.4,2.1,,2025-04-20 00:00:00
Raiders of the Lost Ark,28,57.1%,6.8,1.7,,2025-04-27 00:00:00
Raiders of the Lost Ark,31,61.7%,15.2,2.7,,2025-05-04 00:00:00
Raiders of the Lost Ark,33,62.0%,11.3,2.9,,2025-05-11 00:00:00
Raiders of the Lost Ark,31,61.2%,21.8,3.0,,2025-05-18 00:00:00
Raiders of the Lost Ark,33,61.2%,13.3,3.0,12.2%,2025-05-25 00:00:00
Raiders of the Lost Ark,33,60.8%,13.5,2.8,11.8%,2025-06-01 00:00:00
Raiders of the Lost Ark,32,65.2%,13.5,2.9,10.9%,2025-06-08 00:00:00
Raiders of the Lost Ark,33,64.0%,14.9,2.8,12.0%,2025-06-15 00:00:00
Raiders of the Lost Ark,30,59.2%,14.9,3.0,14.3%,2025-06-22 00:00:00
Raiders of the Lost Ark,32,56.0%,12.2,2.5,14.0%,2025-06-29 00:00:00
Raiders of the Lost Ark,32,59.2%,12.6,2.6,12.2%,2025-07-06 00:00:00
Raiders of the Lost Ark,30,59.6%,11.9,2.5,14.9%,2025-07-13 00:00:00
Raiders of the Lost Ark,32,61.7%,15.8,2.5,19.1%,2025-07-20 00:00:00
Raiders of the Lost Ark,32,60.9%,14.3,2.6,17.4%,2025-07-27 00:00:00
Raiders of the Lost Ark,31,60.9%,13.8,2.7,15.2%,2025-08-03 00:00:00
Raiders of the Lost Ark,30,58.7%,20.1,2.5,15.2%,2025-08-10 00:00:00
Raiders of the Lost Ark,29,60.5%,15.1,2.6,14.0%,2025-08-17 00:00:00
Raiders of the Lost Ark,33,63.8%,14.8,2.3,14.9%,2025-08-24 00:00:00
Raiders of the Lost Ark,35,62.0%,40.5,2.7,14.0%,2025-08-31 00:00:00
Raiders of the Lost Ark,31,58.3%,20.1,2.6,14.6%,2025-09-07 00:00:00
Raiders of the Lost Ark,33,53.8%,14.8,2.2,13.5%,2025-09-14 00:00:00
Raiders of the Lost Ark,33,58.8%,17.7,3.0,17.6%,2025-09-21 00:00:00
Raiders of the Lost Ark,35,59.6%,12.3,2.4,15.4%,2025-09-28 00:00:00
Raiders of the Lost Ark,34,67.3%,12.3,2.3,14.3%,2025-10-05 00:00:00
Raiders of the Lost Ark,35,62.7%,24.7,2.3,15.7%,2025-10-12 00:00:00
Raiders of the Lost Ark,33,66.7%,12.3,2.3,10.4%,2025-10-19 00:00:00
Raiders of the Lost Ark,36,61.5%,9.9,2.2,13.5%,2025-10-26 00:00:00
Raiders of the Lost Ark,39,63.0%,11.0,2.1,13.0%,2025-11-02 00:00:00
Raiders of the Lost Ark,35,60.0%,19.0,2.4,16.0%,2025-11-09 00:00:00
Raiders of the Lost Ark,39,72.5%,12.0,2.1,15.7%,2025-11-16 00:00:00
Raiders of the Lost Ark,40,63.6%,12.9,2.1,14.5%,2025-11-23 00:00:00
Raiders of the Lost Ark,42,66.7%,10.7,2.4,14.8%,2025-11-30 00:00:00
Raiders of the Lost Ark,40,70.4%,12.2,2.3,14.8%,2025-12-07 00:00:00
Raiders of the Lost Ark,38,64.2%,10.5,2.1,15.1%,2025-12-14 00:00:00
Raiders of the Lost Ark,28,45.9%,3.5,0.9,10.8%,2025-12-21 00:00:00
Raiders of the Lost Ark,13,31.8%,2.2,0.7,4.5%,2025-12-28 00:00:00
Raiders of the Lost Ark,22,60.0%,10.7,2.5,5.7%,2026-01-04 00:00:00
Raiders of the Lost Ark,25,57.9%,11.5,2.0,2.6%,2026-01-11 00:00:00
Raiders of the Lost Ark,20,60.0%,8.3,2.1,3.3%,2026-01-18 00:00:00
Raiders of the Lost Ark,20,63.3%,7.7,2.1,3.3%,2026-01-25 00:00:00
Raiders of the Lost Ark,21,62.1%,11.9,2.1,3.4%,2026-02-01 00:00:00
Raiders of the Lost Ark,20,64.3%,14.4,2.5,7.1%,2026-02-08 00:00:00
Raiders of the Lost Ark,18,72.0%,16.4,3.0,12.0%,2026-02-15 00:00:00
Raiders of the Lost Ark,20,65.4%,23.1,2.6,15.4%,2026-02-22 00:00:00
Raiders of the Lost Ark,23,82.1%,17.9,2.9,14.3%,2026-03-01 00:00:00
Raiders of the Lost Ark,23,72.4%,19.5,2.8,20.7%,2026-03-08 00:00:00
Raiders of the Lost Ark,24,85.2%,20.7,3.0,22.2%,2026-03-15 00:00:00
Raiders of the Lost Ark,25,55.2%,3.2,0.7,20.7%,2026-03-22 00:00:00
Die Hard,16,57.7%,16.8,2.1,,2025-03-30 00:00:00
Die Hard,19,73.1%,12.5,2.7,,2025-04-06 00:00:00
Die Hard,17,66.7%,11.7,2.8,,2025-04-13 00:00:00
Die Hard,19,63.0%,21.6,2.9,,2025-04-20 00:00:00
Die Hard,19,46.2%,6.7,1.6,,2025-04-27 00:00:00
Die Hard,19,68.0%,12.8,2.8,,2025-05-04 00:00:00
Die Hard,18,72.0%,16.9,2.9,,2025-05-11 00:00:00
Die Hard,18,69.2%,13.0,3.6,,2025-05-18 00:00:00
Die Hard,18,68.0%,10.6,2.7,8.0%,2025-05-25 00:00:00
Die Hard,18,68.0%,13.6,3.2,16.0%,2025-06-01 00:00:00
Die Hard,18,68.0%,11.4,2.2,8.0%,2025-06-08 00:00:00
Die Hard,19,64.0%,11.9,2.6,12.0%,2025-06-15 00:00:00
Die Hard,17,66.7%,12.9,2.9,8.3%,2025-06-22 00:00:00
Die Hard,17,70.8%,11.1,2.4,16.7%,2025-06-29 00:00:00
Die Hard,17,60.9%,13.0,2.6,21.7%,2025-07-06 00:00:00
Die Hard,20,64.0%,11.8,2.7,12.0%,2025-07-13 00:00:00
Die Hard,18,75.0%,13.6,3.0,12.5%,2025-07-20 00:00:00
Die Hard,18,64.0%,13.9,2.7,16.0%,2025-07-27 00:00:00
Die Hard,18,56.0%,13.0,2.5,16.0%,2025-08-03 00:00:00
Die Hard,18,69.2%,11.3,2.2,11.5%,2025-08-10 00:00:00
Die Hard,18,66.7%,17.6,3.4,14.8%,2025-08-17 00:00:00
Die Hard,16,61.5%,14.2,2.7,19.2%,2025-08-24 00:00:00
Die Hard,15,58.3%,15.4,2.6,12.5%,2025-08-31 00:00:00
Die Hard,15,58.3%,14.2,2.3,16.7%,2025-09-07 00:00:00
Die Hard,15,62.5%,14.7,2.5,16.7%,2025-09-14 00:00:00
Die Hard,17,62.5%,18.0,2.5,16.7%,2025-09-21 00:00:00
Die Hard,18,68.0%,19.4,2.7,24.0%,2025-09-28 00:00:00
Die Hard,18,77.3%,18.8,2.9,22.7%,2025-10-05 00:00:00
Die Hard,18,70.8%,19.3,2.8,25.0%,2025-10-12 00:00:00
Die Hard,18,62.5%,14.6,2.4,25.0%,2025-10-19 00:00:00
Die Hard,18,66.7%,17.0,2.5,20.8%,2025-10-26 00:00:00
Die Hard,18,58.3%,10.6,2.2,20.8%,2025-11-02 00:00:00
Die Hard,19,70.8%,10.9,2.3,25.0%,2025-11-09 00:00:00
Die Hard,17,72.7%,11.2,2.4,18.2%,2025-11-16 00:00:00
Die Hard,18,73.9%,19.7,2.7,21.7%,2025-11-23 00:00:00
Die Hard,17,81.0%,22.3,2.9,19.0%,2025-11-30 00:00:00
Die Hard,18,60.9%,19.1,2.5,21.7%,2025-12-07 00:00:00
Die Hard,18,78.3%,17.8,3.4,21.7%,2025-12-14 00:00:00
Die Hard,18,47.8%,6.4,1.2,21.7%,2025-12-21 00:00:00
Die Hard,13,31.6%,6.0,0.7,10.5%,2025-12-28 00:00:00
Die Hard,15,57.1%,12.5,2.2,19.0%,2026-01-04 00:00:00
Die Hard,16,71.4%,17.5,2.9,19.0%,2026-01-11 00:00:00
Die Hard,18,65.2%,17.8,2.9,17.4%,2026-01-18 00:00:00
Die Hard,18,69.6%,25.1,2.8,17.4%,2026-01-25 00:00:00
Die Hard,19,73.9%,18.2,2.8,17.4%,2026-02-01 00:00:00
Die Hard,19,65.2%,24.1,2.6,17.4%,2026-02-08 00:00:00
Die Hard,19,78.3%,17.2,2.5,17.4%,2026-02-15 00:00:00
Die Hard,18,77.3%,22.0,2.8,18.2%,2026-02-22 00:00:00
Die Hard,19,81.8%,18.7,3.0,18.2%,2026-03-01 00:00:00
Die Hard,23,82.6%,16.0,2.7,17.4%,2026-03-08 00:00:00
Die Hard,22,81.8%,17.9,3.0,18.2%,2026-03-15 00:00:00
Die Hard,22,50.0%,2.5,0.5,22.7%,2026-03-22 00:00:00
The Terminator,20,33.3%,12.4,2.1,,2025-03-30 00:00:00
The Terminator,20,39.1%,14.1,2.5,,2025-04-06 00:00:00
The Terminator,20,42.6%,14.0,2.3,,2025-04-13 00:00:00
The Terminator,21,40.0%,13.4,2.0,,2025-04-20 00:00:00
The Terminator,19,40.5%,16.5,1.8,,2025-04-27 00:00:00
The Terminator,21,45.5%,15.5,2.3,,2025-05-04 00:00:00
The Terminator,21,38.3%,16.7,2.5,,2025-05-11 00:00:00
The Terminator,22,42.6%,11.5,2.4,,2025-05-18 00:00:00
The Terminator,20,40.4%,20.4,2.8,6.4%,2025-05-25 00:00:00
The Terminator,21,42.6%,16.1,2.8,12.8%,2025-06-01 00:00:00
The Terminator,21,39.6%,14.4,2.4,12.5%,2025-06-08 00:00:00
The Terminator,19,35.6%,9.4,2.2,13.3%,2025-06-15 00:00:00
The Terminator,21,41.7%,11.8,2.3,14.6%,2025-06-22 00:00:00
The Terminator,22,36.2%,14.0,2.2,12.8%,2025-06-29 00:00:00
The Terminator,21,47.6%,14.5,2.3,14.3%,2025-07-06 00:00:00
The Terminator,22,46.7%,10.8,2.5,8.9%,2025-07-13 00:00:00
The Terminator,22,43.5%,11.3,2.0,8.7%,2025-07-20 00:00:00
The Terminator,25,48.9%,12.9,2.3,10.6%,2025-07-27 00:00:00
The Terminator,26,52.2%,14.7,2.4,13.0%,2025-08-03 00:00:00
The Terminator,25,48.8%,12.0,2.1,11.6%,2025-08-10 00:00:00
The Terminator,24,43.2%,16.3,2.4,13.6%,2025-08-17 00:00:00
The Terminator,25,54.3%,16.0,2.8,13.0%,2025-08-24 00:00:00
The Terminator,28,54.3%,12.3,2.1,13.0%,2025-08-31 00:00:00
The Terminator,31,55.1%,14.7,2.6,16.3%,2025-09-07 00:00:00
The Terminator,29,56.5%,17.8,2.9,15.2%,2025-09-14 00:00:00
The Terminator,32,63.8%,14.3,2.8,21.3%,2025-09-21 00:00:00
The Terminator,29,57.4%,15.8,2.4,21.3%,2025-09-28 00:00:00
The Terminator,30,62.2%,9.5,2.1,22.2%,2025-10-05 00:00:00
The Terminator,30,59.1%,12.0,2.3,22.7%,2025-10-12 00:00:00
The Terminator,33,58.3%,14.9,2.3,22.9%,2025-10-19 00:00:00
The Terminator,30,61.7%,22.1,2.9,23.4%,2025-10-26 00:00:00
The Terminator,33,58.3%,15.6,2.1,20.8%,2025-11-02 00:00:00
The Terminator,35,70.0%,16.1,2.7,18.0%,2025-11-09 00:00:00
The Terminator,36,60.0%,16.3,2.6,20.0%,2025-11-16 00:00:00
The Terminator,33,56.5%,16.2,2.6,19.6%,2025-11-23 00:00:00
The Terminator,37,74.0%,17.7,3.0,20.0%,2025-11-30 00:00:00
The Terminator,41,67.9%,18.3,2.9,20.8%,2025-12-07 00:00:00
The Terminator,39,71.7%,26.9,3.2,22.6%,2025-12-14 00:00:00
The Terminator,33,56.8%,18.4,1.3,22.7%,2025-12-21 00:00:00
The Terminator,25,29.4%,5.8,0.7,17.6%,2025-12-28 00:00:00
The Terminator,41,58.8%,19.8,2.1,17.6%,2026-01-04 00:00:00
The Terminator,42,64.2%,17.1,2.8,22.6%,2026-01-11 00:00:00
The Terminator,45,69.8%,19.2,2.7,20.8%,2026-01-18 00:00:00
The Terminator,40,72.5%,21.1,3.1,23.5%,2026-01-25 00:00:00
The Terminator,45,69.8%,20.0,2.8,24.5%,2026-02-01 00:00:00
The Terminator,46,78.2%,19.3,2.8,23.6%,2026-02-08 00:00:00
The Terminator,47,76.4%,17.0,2.9,25.5%,2026-02-15 00:00:00
The Terminator,45,79.2%,19.2,3.2,22.6%,2026-02-22 00:00:00
The Terminator,47,72.7%,19.1,2.9,23.6%,2026-03-01 00:00:00
The Terminator,49,79.6%,26.8,3.1,24.1%,2026-03-08 00:00:00
The Terminator,52,83.6%,30.1,3.0,25.5%,2026-03-15 00:00:00
The Terminator,53,62.5%,5.2,0.7,25.0%,2026-03-22 00:00:00
Alien,16,77.8%,8.8,2.4,,2025-03-30 00:00:00
Alien,17,84.2%,11.2,2.6,,2025-04-06 00:00:00
Alien,16,76.5%,8.1,1.8,,2025-04-13 00:00:00
Alien,16,88.2%,7.6,2.1,,2025-04-20 00:00:00
Alien,18,94.7%,12.8,2.4,,2025-04-27 00:00:00
Alien,18,89.5%,14.5,2.9,,2025-05-04 00:00:00
Alien,17,83.3%,9.2,2.4,,2025-05-11 00:00:00
Alien,19,100.0%,14.0,2.6,,2025-05-18 00:00:00
Alien,20,90.0%,15.2,2.6,10.0%,2025-05-25 00:00:00
Alien,20,90.0%,10.8,2.3,15.0%,2025-06-01 00:00:00
Alien,18,94.4%,17.4,2.6,16.7%,2025-06-08 00:00:00
Alien,20,100.0%,9.1,2.5,20.0%,2025-06-15 00:00:00
Alien,20,80.0%,14.5,2.3,20.0%,2025-06-22 00:00:00
Alien,19,78.9%,11.3,2.3,15.8%,2025-06-29 00:00:00
Alien,18,88.9%,10.6,2.3,16.7%,2025-07-06 00:00:00
Alien,20,95.0%,9.1,2.7,15.0%,2025-07-13 00:00:00
Alien,20,90.0%,17.2,2.8,15.0%,2025-07-20 00:00:00
Alien,19,95.0%,16.1,3.0,15.0%,2025-07-27 00:00:00
Alien,18,89.5%,25.3,2.5,15.8%,2025-08-03 00:00:00
Alien,17,94.1%,13.5,2.8,11.8%,2025-08-10 00:00:00
Alien,18,94.7%,12.6,2.7,15.8%,2025-08-17 00:00:00
Alien,19,90.5%,24.6,3.3,19.0%,2025-08-24 00:00:00
Alien,18,90.0%,12.3,2.9,20.0%,2025-08-31 00:00:00
Alien,18,89.5%,15.7,2.9,15.8%,2025-09-07 00:00:00
Alien,19,95.0%,17.8,3.0,20.0%,2025-09-14 00:00:00
Alien,18,78.9%,18.0,2.9,26.3%,2025-09-21 00:00:00
Alien,17,94.4%,19.2,3.2,33.3%,2025-09-28 00:00:00
Alien,18,89.5%,14.6,2.8,31.6%,2025-10-05 00:00:00
Alien,19,85.0%,10.9,2.1,25.0%,2025-10-12 00:00:00
Alien,20,90.5%,11.4,2.1,23.8%,2025-10-19 00:00:00
Alien,20,95.2%,21.0,2.9,19.0%,2025-10-26 00:00:00
Alien,20,81.0%,12.5,2.1,19.0%,2025-11-02 00:00:00
Alien,20,95.2%,18.7,2.7,19.0%,2025-11-09 00:00:00
Alien,20,85.7%,14.8,2.5,23.8%,2025-11-16 00:00:00
Alien,19,85.0%,17.8,3.1,30.0%,2025-11-23 00:00:00
Alien,21,90.5%,17.4,2.8,28.6%,2025-11-30 00:00:00
Alien,21,95.2%,26.5,3.8,28.6%,2025-12-07 00:00:00
Alien,20,95.0%,29.5,3.0,30.0%,2025-12-14 00:00:00
Alien,13,92.3%,21.2,1.8,30.8%,2025-12-21 00:00:00
Alien,10,80.0%,9.4,1.2,30.0%,2025-12-28 00:00:00
Alien,20,85.0%,10.9,2.3,25.0%,2026-01-04 00:00:00
Alien,20,80.0%,20.8,2.7,30.0%,2026-01-11 00:00:00
Alien,20,90.0%,16.0,2.7,30.0%,2026-01-18 00:00:00
Alien,20,95.0%,33.9,3.2,30.0%,2026-01-25 00:00:00
Alien,20,95.0%,22.6,3.4,30.0%,2026-02-01 00:00:00
Alien,20,95.0%,15.6,3.1,30.0%,2026-02-08 00:00:00
Alien,20,95.0%,13.9,2.8,30.0%,2026-02-15 00:00:00
Alien,19,94.7%,14.8,2.9,26.3%,2026-02-22 00:00:00
Alien,20,80.0%,11.4,2.8,25.0%,2026-03-01 00:00:00
Alien,20,95.0%,20.3,3.0,25.0%,2026-03-08 00:00:00
Alien,18,83.3%,15.1,2.6,27.8%,2026-03-15 00:00:00
Alien,20,65.0%,6.0,0.7,25.0%,2026-03-22 00:00:00
Mad Max Fury Road,6,26.7%,5.8,1.3,,2025-03-30 00:00:00
Mad Max Fury Road,6,40.0%,17.3,2.2,,2025-04-06 00:00:00
Mad Max Fury Road,5,41.7%,6.8,2.0,,2025-04-13 00:00:00
Mad Max Fury Road,5,23.1%,6.4,1.4,,2025-04-20 00:00:00
Mad Max Fury Road,4,23.1%,6.8,1.0,,2025-04-27 00:00:00
Mad Max Fury Road,6,42.9%,7.7,1.7,,2025-05-04 00:00:00
Mad Max Fury Road,6,38.5%,9.8,2.5,,2025-05-11 00:00:00
Mad Max Fury Road,6,41.7%,6.3,1.8,,2025-05-18 00:00:00
Mad Max Fury Road,6,38.5%,6.3,1.2,7.7%,2025-05-25 00:00:00
Mad Max Fury Road,5,25.0%,6.4,1.6,,2025-06-01 00:00:00
Mad Max Fury Road,6,46.2%,14.8,2.8,7.7%,2025-06-08 00:00:00
Mad Max Fury Road,6,38.5%,12.0,2.0,7.7%,2025-06-15 00:00:00
Mad Max Fury Road,6,50.0%,16.7,2.8,8.3%,2025-06-22 00:00:00
Mad Max Fury Road,6,45.5%,14.5,3.2,9.1%,2025-06-29 00:00:00
Mad Max Fury Road,6,38.5%,21.0,3.0,7.7%,2025-07-06 00:00:00
Mad Max Fury Road,7,38.5%,21.3,2.6,7.7%,2025-07-13 00:00:00
Mad Max Fury Road,5,45.5%,20.0,2.8,9.1%,2025-07-20 00:00:00
Mad Max Fury Road,4,40.0%,14.0,2.3,10.0%,2025-07-27 00:00:00
Mad Max Fury Road,5,38.5%,15.0,3.0,7.7%,2025-08-03 00:00:00
Mad Max Fury Road,5,45.5%,15.6,2.8,9.1%,2025-08-10 00:00:00
Mad Max Fury Road,5,45.5%,21.4,3.0,9.1%,2025-08-17 00:00:00
Mad Max Fury Road,5,55.6%,16.8,2.8,11.1%,2025-08-24 00:00:00
Mad Max Fury Road,6,46.2%,15.0,2.4,7.7%,2025-08-31 00:00:00
Mad Max Fury Road,7,50.0%,16.1,2.7,7.1%,2025-09-07 00:00:00
Mad Max Fury Road,6,50.0%,11.6,2.6,8.3%,2025-09-14 00:00:00
Mad Max Fury Road,7,42.9%,10.9,1.9,7.1%,2025-09-21 00:00:00
Mad Max Fury Road,7,50.0%,10.0,2.4,14.3%,2025-09-28 00:00:00
Mad Max Fury Road,7,53.8%,12.0,2.1,15.4%,2025-10-05 00:00:00
Mad Max Fury Road,7,42.9%,10.1,2.3,14.3%,2025-10-12 00:00:00
Mad Max Fury Road,7,50.0%,21.2,2.4,14.3%,2025-10-19 00:00:00
Mad Max Fury Road,7,42.9%,13.6,2.2,14.3%,2025-10-26 00:00:00
Mad Max Fury Road,7,42.9%,10.1,2.2,14.3%,2025-11-02 00:00:00
Mad Max Fury Road,6,38.5%,8.8,1.8,7.7%,2025-11-09 00:00:00
Mad Max Fury Road,7,42.9%,16.9,1.9,14.3%,2025-11-16 00:00:00
Mad Max Fury Road,7,50.0%,9.8,2.3,14.3%,2025-11-23 00:00:00
Mad Max Fury Road,6,35.7%,14.0,1.8,14.3%,2025-11-30 00:00:00
Mad Max Fury Road,6,42.9%,7.9,2.5,7.1%,2025-12-07 00:00:00
Mad Max Fury Road,7,42.9%,12.1,2.3,7.1%,2025-12-14 00:00:00
Mad Max Fury Road,6,57.1%,5.2,1.3,14.3%,2025-12-21 00:00:00
Mad Max Fury Road,4,57.1%,5.0,1.3,,2025-12-28 00:00:00
Mad Max Fury Road,7,50.0%,9.1,2.1,7.1%,2026-01-04 00:00:00
Mad Max Fury Road,8,50.0%,10.4,2.5,7.1%,2026-01-11 00:00:00
Mad Max Fury Road,9,69.2%,9.2,3.1,7.7%,2026-01-18 00:00:00
Mad Max Fury Road,9,61.5%,12.1,3.1,7.7%,2026-01-25 00:00:00
Mad Max Fury Road,10,57.1%,10.2,2.6,7.1%,2026-02-01 00:00:00
Mad Max Fury Road,10,71.4%,11.8,3.1,7.1%,2026-02-08 00:00:00
Mad Max Fury Road,10,71.4%,12.7,2.8,7.1%,2026-02-15 00:00:00
Mad Max Fury Road,11,71.4%,9.9,2.5,7.1%,2026-02-22 00:00:00
Mad Max Fury Road,13,71.4%,10.5,2.1,,2026-03-01 00:00:00
Mad Max Fury Road,12,84.6%,24.3,2.3,,2026-03-08 00:00:00
Mad Max Fury Road,12,92.3%,27.7,2.5,,2026-03-15 00:00:00
Mad Max Fury Road,12,53.8%,2.7,0.6,,2026-03-22 00:00:00
Blade Runner,25,50.0%,13.1,2.4,,2025-03-30 00:00:00
Blade Runner,26,51.0%,10.3,2.5,,2025-04-06 00:00:00
Blade Runner,26,48.9%,7.0,1.7,,2025-04-13 00:00:00
Blade Runner,28,44.9%,7.1,2.0,,2025-04-20 00:00:00
Blade Runner,29,43.1%,8.6,1.5,,2025-04-27 00:00:00
Blade Runner,30,52.9%,8.0,1.9,,2025-05-04 00:00:00
Blade Runner,29,54.0%,7.5,2.0,,2025-05-11 00:00:00
Blade Runner,29,54.0%,9.8,2.4,,2025-05-18 00:00:00
Blade Runner,31,59.6%,13.0,2.4,3.8%,2025-05-25 00:00:00
Blade Runner,30,49.0%,8.2,2.1,5.9%,2025-06-01 00:00:00
Blade Runner,30,52.0%,10.7,1.9,4.0%,2025-06-08 00:00:00
Blade Runner,30,60.4%,9.4,2.1,6.3%,2025-06-15 00:00:00
Blade Runner,32,62.5%,11.0,2.3,6.3%,2025-06-22 00:00:00
Blade Runner,30,59.2%,11.6,2.4,6.1%,2025-06-29 00:00:00
Blade Runner,31,57.1%,9.7,2.2,6.1%,2025-07-06 00:00:00
Blade Runner,33,54.9%,9.4,2.0,5.9%,2025-07-13 00:00:00
Blade Runner,35,53.1%,16.3,1.7,8.2%,2025-07-20 00:00:00
Blade Runner,36,58.5%,10.7,2.1,7.5%,2025-07-27 00:00:00
Blade Runner,31,63.6%,8.6,2.0,9.1%,2025-08-03 00:00:00
Blade Runner,35,65.3%,13.1,2.3,8.2%,2025-08-10 00:00:00
Blade Runner,33,62.5%,10.7,2.1,4.2%,2025-08-17 00:00:00
Blade Runner,32,66.7%,12.2,2.5,6.3%,2025-08-24 00:00:00
Blade Runner,37,66.7%,22.2,2.4,9.8%,2025-08-31 00:00:00
Blade Runner,36,62.7%,12.6,2.0,9.8%,2025-09-07 00:00:00
Blade Runner,39,64.2%,13.8,2.3,11.3%,2025-09-14 00:00:00
Blade Runner,39,66.7%,13.4,2.3,11.8%,2025-09-21 00:00:00
Blade Runner,40,66.7%,15.9,2.2,9.8%,2025-09-28 00:00:00
Blade Runner,40,70.0%,13.3,2.3,10.0%,2025-10-05 00:00:00
Blade Runner,42,67.9%,16.6,2.4,11.3%,2025-10-12 00:00:00
Blade Runner,42,68.6%,12.1,2.1,11.8%,2025-10-19 00:00:00
Blade Runner,41,73.5%,14.4,2.4,8.2%,2025-10-26 00:00:00
Blade Runner,41,67.3%,15.9,1.9,14.3%,2025-11-02 00:00:00
Blade Runner,44,75.5%,17.9,2.2,15.1%,2025-11-09 00:00:00
Blade Runner,45,75.5%,9.4,2.4,18.9%,2025-11-16 00:00:00
Blade Runner,45,67.9%,9.6,1.9,17.0%,2025-11-23 00:00:00
Blade Runner,45,67.9%,9.9,2.0,18.9%,2025-11-30 00:00:00
Blade Runner,46,74.1%,21.5,2.4,16.7%,2025-12-07 00:00:00
Blade Runner,44,67.3%,10.9,1.9,19.2%,2025-12-14 00:00:00
Blade Runner,33,55.3%,5.5,1.1,18.4%,2025-12-21 00:00:00
Blade Runner,31,48.6%,3.5,0.9,16.2%,2025-12-28 00:00:00
Blade Runner,42,60.8%,8.3,2.0,15.7%,2026-01-04 00:00:00
Blade Runner,42,72.5%,10.7,2.3,13.7%,2026-01-11 00:00:00
Blade Runner,41,62.7%,10.2,2.1,13.7%,2026-01-18 00:00:00
Blade Runner,42,76.5%,15.2,2.7,15.7%,2026-01-25 00:00:00
Blade Runner,43,72.0%,12.0,2.5,10.0%,2026-02-01 00:00:00
Blade Runner,45,82.4%,15.6,2.6,11.8%,2026-02-08 00:00:00
Blade Runner,45,80.4%,13.1,2.7,11.8%,2026-02-15 00:00:00
Blade Runner,43,82.0%,13.5,2.6,10.0%,2026-02-22 00:00:00
Blade Runner,46,74.5%,12.8,2.4,9.8%,2026-03-01 00:00:00
Blade Runner,46,84.3%,16.2,3.0,11.8%,2026-03-08 00:00:00
Blade Runner,51,81.1%,18.9,2.6,13.2%,2026-03-15 00:00:00
Blade Runner,50,55.8%,4.5,0.6,13.5%,2026-03-22 00:00:00
